"date_value","dispoType","Homicide","Rape","Robbery/Gun","Robbery/Other","Aggravated Assault/Gun","Aggravated Assault/Other","Burglary/Residential","Burglary/Commercial","Theft of Motor Vehicle Tag","Theft from Person","Theft from Auto","Retail Theft","Theft","Auto Theft","Drug Possession","Drug Sales","DUI","All Other Offenses"
2014-10-28,"Guilty Plea/Nolo",0,1,2,1,1,9,0,1,0,0,4,5,2,2,5,24,7,23
2014-10-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2014-10-28,"Total",0,1,3,7,8,18,1,1,0,0,4,10,4,3,23,38,11,52
2014-10-29,"Dismissed/Withdrawn/Etc",0,0,0,2,1,5,0,0,0,0,0,1,1,0,6,23,4,26
2014-10-29,"Diversion",0,0,0,0,1,0,1,0,0,0,0,0,0,1,10,0,0,8
2014-10-29,"Guilty",1,0,0,0,1,1,0,0,0,0,0,2,2,0,10,3,3,11
2014-10-29,"Guilty Plea/Nolo",2,0,4,4,0,4,1,2,0,0,0,4,6,3,7,24,3,17
2014-10-29,"Not Guilty/Acquittal",0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0
2014-10-29,"Total",3,0,4,8,3,10,2,2,0,0,0,7,9,5,33,52,10,62
2014-10-30,"Dismissed/Withdrawn/Etc",0,4,4,3,2,13,2,0,0,0,0,3,2,3,4,2,2,35
2014-10-30,"Diversion",0,0,0,0,0,1,0,0,0,0,0,11,1,0,3,1,10,8
2014-10-30,"Guilty",0,0,0,0,0,2,0,0,0,0,0,0,1,0,8,2,1,9
2014-10-30,"Guilty Plea/Nolo",0,0,5,1,2,2,1,2,0,0,0,4,2,1,4,14,4,17
2014-10-30,"Not Guilty/Acquittal",0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2
2014-10-30,"Total",0,4,9,4,5,19,3,2,0,1,0,19,6,4,19,19,17,71
2014-10-31,"Dismissed/Withdrawn/Etc",0,0,1,3,0,6,0,1,0,0,2,0,1,1,9,9,6,15
2014-10-31,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,1,3
2014-10-31,"Guilty",1,0,2,0,0,2,0,1,0,0,0,5,0,1,10,4,5,3
2014-10-31,"Guilty Plea/Nolo",0,2,0,3,0,1,0,0,0,0,0,3,0,5,2,12,6,12
2014-10-31,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3
2014-10-31,"Total",1,2,3,6,1,9,0,2,0,0,2,8,2,7,26,30,20,36
2014-11-01,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2014-11-01,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-01,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
2014-11-02,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014-11-02,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-02,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014-11-03,"Dismissed/Withdrawn/Etc",0,0,2,3,2,7,1,0,0,0,0,4,2,0,11,5,4,17
2014-11-03,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
2014-11-03,"Guilty",2,0,1,2,3,0,0,0,0,0,0,5,4,0,10,4,6,11
2014-11-03,"Guilty Plea/Nolo",4,0,2,0,3,5,3,0,0,0,1,5,0,1,3,16,9,13
2014-11-03,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
2014-11-03,"Total",6,0,5,5,8,13,4,0,0,0,1,14,6,1,27,27,20,42
2014-11-04,"Dismissed/Withdrawn/Etc",0,0,3,7,6,7,1,0,0,0,1,2,3,1,1,3,1,21
2014-11-04,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,1,10,2,0,6
2014-11-04,"Guilty",0,0,0,0,1,0,0,0,0,0,1,1,1,0,7,3,3,3
2014-11-04,"Guilty Plea/Nolo",0,2,2,0,2,4,1,0,0,0,5,5,0,2,3,23,1,15
2014-11-04,"Not Guilty/Acquittal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3
2014-11-04,"Total",0,2,5,7,9,11,3,0,0,0,7,10,4,4,21,32,8,48
2014-11-05,"Dismissed/Withdrawn/Etc",0,1,2,2,2,10,2,0,0,0,2,3,0,0,12,5,5,16
2014-11-05,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,3,0,7
2014-11-05,"Guilty",0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,3,7,12
2014-11-05,"Guilty Plea/Nolo",0,1,12,5,2,4,6,2,0,0,4,11,3,0,3,18,7,14
2014-11-05,"Not Guilty/Acquittal",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,3
2014-11-05,"Total",0,2,14,7,7,15,8,2,0,0,6,17,4,1,25,32,20,52
2014-11-06,"Dismissed/Withdrawn/Etc",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,23
2014-11-06,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3
2014-11-06,"Guilty",0,0,1,0,0,0,1,0,0,0,0,1,0,0,5,2,0,0
2014-11-06,"Guilty Plea/Nolo",0,3,1,4,0,1,2,1,0,1,0,17,2,4,1,29,1,13
2014-11-06,"Not Guilty/Acquittal",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2014-11-06,"Total",2,3,2,5,0,1,3,1,0,1,0,18,2,5,6,32,4,41
2014-11-07,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,4,2,9
2014-11-07,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4
2014-11-07,"Guilty",2,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,3
2014-11-07,"Guilty Plea/Nolo",0,0,1,3,1,2,0,0,0,0,1,2,3,1,3,12,2,10
2014-11-07,"Not Guilty/Acquittal",1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4
2014-11-07,"Total",3,0,1,5,2,6,0,0,0,0,1,3,3,1,9,17,7,30
2014-11-10,"Dismissed/Withdrawn/Etc",1,1,3,3,1,15,3,0,0,0,1,7,2,0,9,6,15,26
2014-11-10,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1
2014-11-10,"Guilty",0,0,0,0,0,3,2,0,0,0,2,1,0,0,9,3,8,13
2014-11-10,"Guilty Plea/Nolo",2,0,2,5,1,3,2,1,0,0,0,2,3,1,2,8,14,9
2014-11-10,"Not Guilty/Acquittal",0,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,2
2014-11-10,"Total",3,1,5,8,2,23,7,2,0,0,3,13,6,1,23,17,39,51
2014-11-12,"Dismissed/Withdrawn/Etc",0,1,3,2,3,6,1,0,0,0,1,0,1,1,17,3,6,15
2014-11-12,"Diversion",0,0,0,0,0,0,1,0,0,0,0,0,1,0,18,4,5,11
2014-11-12,"Guilty",0,0,0,0,0,1,0,0,0,0,1,1,0,0,11,6,3,16
2014-11-12,"Guilty Plea/Nolo",0,0,3,0,4,8,5,10,0,0,0,1,2,2,3,14,8,19
2014-11-12,"Not Guilty/Acquittal",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,2
2014-11-12,"Total",0,1,6,2,7,17,7,10,0,0,2,2,4,3,50,29,23,63
2014-11-13,"Dismissed/Withdrawn/Etc",1,0,1,4,1,8,2,0,0,0,1,1,1,0,2,7,5,46
2014-11-13,"Diversion",0,0,0,0,0,0,0,0,0,0,1,5,1,0,9,3,0,4
2014-11-13,"Guilty",1,0,0,0,0,2,0,0,0,0,0,3,0,0,8,1,2,6
2014-11-13,"Guilty Plea/Nolo",2,1,1,1,2,2,2,2,0,0,0,1,2,1,4,18,7,8
2014-11-13,"Not Guilty/Acquittal",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
2014-11-13,"Total",4,1,2,6,3,12,4,2,0,0,2,10,4,1,23,29,15,67
2014-11-14,"Dismissed/Withdrawn/Etc",0,0,1,3,2,3,1,0,0,0,1,3,5,1,14,10,5,13
2014-11-14,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,0,10
2014-11-14,"Guilty",0,0,0,1,0,2,1,0,0,0,2,4,0,0,11,3,5,15
2014-11-14,"Guilty Plea/Nolo",0,0,1,3,1,2,0,0,0,0,0,0,4,1,0,11,5,10
2014-11-14,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,5
2014-11-14,"Total",0,0,2,7,3,8,2,0,0,0,3,9,9,2,35,25,15,53
2014-11-15,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014-11-15,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-15,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
2014-11-16,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
2014-11-16,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-16,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1
2014-11-17,"Dismissed/Withdrawn/Etc",0,0,0,4,0,9,1,0,0,0,0,5,1,1,5,4,0,24
2014-11-17,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,2
2014-11-17,"Guilty",1,0,1,0,0,2,2,2,0,0,0,1,2,2,13,3,4,10
2014-11-17,"Guilty Plea/Nolo",0,0,2,2,4,1,0,0,0,0,2,3,1,1,3,18,12,17
2014-11-17,"Not Guilty/Acquittal",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,6
2014-11-17,"Total",1,0,3,6,5,13,3,2,0,0,2,9,4,4,27,26,17,59
2014-11-18,"Dismissed/Withdrawn/Etc",0,0,4,6,2,11,3,0,0,0,2,2,2,1,3,12,0,39
2014-11-18,"Diversion",0,0,0,0,0,1,0,0,0,0,0,10,0,0,9,2,0,11
2014-11-18,"Guilty",2,0,0,0,0,0,0,0,0,0,0,2,1,0,10,4,2,10
2014-11-18,"Guilty Plea/Nolo",1,0,3,2,4,8,6,0,0,0,2,9,4,1,3,13,14,19
2014-11-18,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-18,"Total",3,0,7,8,6,20,9,0,0,0,4,23,7,2,25,31,16,80
2014-11-19,"Dismissed/Withdrawn/Etc",0,0,0,3,1,7,0,1,0,0,2,3,1,0,10,6,2,10
2014-11-19,"Diversion",0,0,0,0,0,1,0,0,0,0,0,0,0,1,9,2,1,3
2014-11-19,"Guilty",0,1,0,0,1,5,1,0,0,0,0,1,1,1,14,9,7,7
2014-11-19,"Guilty Plea/Nolo",1,0,1,5,4,1,2,0,0,0,1,0,2,1,4,13,8,20
2014-11-19,"Not Guilty/Acquittal",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,6
2014-11-19,"Total",1,1,1,8,6,15,3,1,0,0,3,4,4,3,38,32,18,46
2014-11-20,"Dismissed/Withdrawn/Etc",0,1,0,8,3,8,2,0,0,1,2,5,1,2,6,3,0,33
2014-11-20,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,4
2014-11-20,"Guilty",1,0,1,0,1,1,0,0,0,0,0,1,0,0,2,4,1,4
2014-11-20,"Guilty Plea/Nolo",0,1,3,2,2,5,3,0,0,0,0,5,0,1,1,24,6,16
2014-11-20,"Not Guilty/Acquittal",0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,1,1
2014-11-20,"Total",1,2,4,11,8,14,5,0,0,1,2,11,1,3,18,36,17,58
2014-11-21,"Dismissed/Withdrawn/Etc",0,0,6,0,1,2,5,0,0,0,1,5,1,1,7,7,7,23
2014-11-21,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,9
2014-11-21,"Guilty",1,0,0,0,0,0,0,0,0,0,0,5,3,0,11,8,3,9
2014-11-21,"Guilty Plea/Nolo",0,1,5,2,3,1,0,0,0,0,2,2,1,0,2,14,4,9
2014-11-21,"Not Guilty/Acquittal",0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,2,1
2014-11-21,"Total",1,1,11,2,4,5,5,0,0,0,3,12,5,1,24,32,19,51
2014-11-22,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-22,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,0,93,10,0,1
2014-11-22,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-22,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-22,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-22,"Total",0,0,0,0,0,0,0,0,0,0,0,2,0,0,93,10,0,1
2014-11-23,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1
2014-11-23,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-23,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1
2014-11-24,"Dismissed/Withdrawn/Etc",0,0,1,2,4,8,2,0,0,0,2,4,2,0,11,2,3,25
2014-11-24,"Diversion",0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,3,0,13
2014-11-24,"Guilty",0,0,0,2,0,2,0,0,0,0,1,6,1,0,11,2,3,9
2014-11-24,"Guilty Plea/Nolo",2,0,2,1,3,6,0,0,0,0,0,2,1,0,3,21,9,12
2014-11-24,"Not Guilty/Acquittal",0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,1,0,1
2014-11-24,"Total",2,0,4,5,7,19,2,0,0,0,3,17,5,0,38,29,15,60
2014-11-25,"Dismissed/Withdrawn/Etc",1,0,0,2,1,10,3,0,0,0,0,2,2,1,11,2,4,20
2014-11-25,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,2,0,6
2014-11-25,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,3
2014-11-25,"Guilty Plea/Nolo",0,1,2,3,2,8,3,1,0,0,2,8,5,5,3,27,4,23
2014-11-25,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-25,"Total",1,1,2,5,4,18,6,1,0,0,2,12,8,6,32,37,8,53
2014-11-26,"Dismissed/Withdrawn/Etc",0,0,1,2,1,9,0,0,0,0,0,1,0,1,15,17,4,17
2014-11-26,"Diversion",0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,1,0,5
2014-11-26,"Guilty",0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,2,2
2014-11-26,"Guilty Plea/Nolo",0,0,0,1,2,2,0,0,0,0,0,1,0,0,6,9,4,7
2014-11-26,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2
2014-11-26,"Total",0,0,1,3,4,11,0,0,0,0,2,5,1,1,35,31,11,33
2014-11-27,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-27,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-27,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-28,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014-11-28,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
2014-11-28,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-28,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3
2014-11-30,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-30,"Diversion",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2
2014-11-30,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-30,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-30,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11-30,"Total",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2
2014-12-01,"Dismissed/Withdrawn/Etc",0,0,0,5,2,15,2,0,0,0,1,1,1,1,8,9,9,24
2014-12-01,"Diversion",0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,3,0,5
2014-12-01,"Guilty",0,0,0,0,0,4,0,0,0,0,1,2,1,0,7,6,3,4
2014-12-01,"Guilty Plea/Nolo",4,0,3,4,0,6,0,2,0,0,1,2,1,1,4,9,11,19
2014-12-01,"Not Guilty/Acquittal",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
2014-12-01,"Total",4,0,3,9,2,25,5,2,0,0,3,8,3,2,27,27,23,57
2014-12-02,"Dismissed/Withdrawn/Etc",0,0,1,2,4,6,2,0,0,0,0,2,3,1,4,5,2,20
2014-12-02,"Diversion",0,0,0,0,0,1,0,0,0,0,0,10,1,0,10,0,0,10
2014-12-02,"Guilty",1,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,0,5
2014-12-02,"Guilty Plea/Nolo",0,2,12,8,2,5,4,2,0,0,1,0,0,1,3,16,4,29
2014-12-02,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
2014-12-02,"Total",1,2,13,10,7,12,6,2,0,0,1,14,4,2,23,24,7,67
2014-12-03,"Dismissed/Withdrawn/Etc",0,0,0,2,0,7,1,0,0,0,0,3,5,3,9,5,5,28
2014-12-03,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,2,1,6
2014-12-03,"Guilty",0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,4,1,8
2014-12-03,"Guilty Plea/Nolo",0,0,1,1,1,4,0,0,0,0,0,8,1,1,5,21,5,20
2014-12-03,"Not Guilty/Acquittal",0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4
2014-12-03,"Total",0,0,1,3,1,14,2,0,0,0,0,13,8,6,32,32,12,66
2014-12-04,"Dismissed/Withdrawn/Etc",0,3,1,4,1,11,0,0,0,0,0,4,2,3,2,4,0,17
2014-12-04,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,2,2,9
2014-12-04,"Guilty",1,0,0,1,1,0,1,0,0,0,0,2,0,0,9,3,1,4
2014-12-04,"Guilty Plea/Nolo",0,0,0,6,2,3,4,1,0,1,2,3,2,0,5,28,0,21
2014-12-04,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1
2014-12-04,"Total",1,3,1,11,4,14,5,1,0,1,2,11,4,3,37,39,3,52
2014-12-05,"Dismissed/Withdrawn/Etc",0,1,0,4,1,3,0,0,0,1,1,0,1,2,8,10,4,5
2014-12-05,"Diversion",0,0,0,0,0,1,0,0,0,0,0,1,1,1,6,3,0,11
2014-12-05,"Guilty",0,0,0,0,0,0,0,0,0,0,0,2,1,0,14,9,0,13
2014-12-05,"Guilty Plea/Nolo",1,0,3,3,0,3,1,1,0,0,0,2,1,1,5,12,15,9
2014-12-05,"Not Guilty/Acquittal",0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,1
2014-12-05,"Total",1,1,3,7,1,10,1,1,0,1,1,5,4,4,34,36,21,39
2014-12-06,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-06,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2014-12-06,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-06,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-06,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-06,"Total",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1
2014-12-07,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-07,"Diversion",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2014-12-07,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-07,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-07,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-07,"Total",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2014-12-08,"Dismissed/Withdrawn/Etc",0,1,5,2,3,14,3,0,0,0,0,2,2,1,7,5,10,26
2014-12-08,"Diversion",0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,2,0,2
2014-12-08,"Guilty",0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,6,6,4
2014-12-08,"Guilty Plea/Nolo",4,1,2,1,2,6,3,2,0,0,1,10,0,0,2,14,7,25
2014-12-08,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,2
2014-12-08,"Total",4,2,7,3,6,20,6,2,0,0,1,16,5,2,19,28,24,59
2014-12-09,"Dismissed/Withdrawn/Etc",1,0,0,7,1,4,4,0,0,0,1,3,0,0,10,6,3,34
2014-12-09,"Diversion",0,0,0,0,0,0,0,0,0,0,0,5,2,0,10,2,0,11
2014-12-09,"Guilty",0,0,0,0,1,2,0,0,0,0,0,4,1,0,4,8,3,6
2014-12-09,"Guilty Plea/Nolo",0,2,0,2,0,2,3,1,0,0,3,1,0,1,4,18,8,10
2014-12-09,"Not Guilty/Acquittal",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,4
2014-12-09,"Total",1,2,0,9,3,9,7,1,0,0,4,13,4,1,28,36,15,65
2014-12-10,"Dismissed/Withdrawn/Etc",0,0,0,4,0,3,6,0,0,0,2,1,1,1,4,11,2,27
2014-12-10,"Diversion",0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,5
2014-12-10,"Guilty",0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,5,4,8
2014-12-10,"Guilty Plea/Nolo",0,1,1,1,3,4,3,4,0,0,2,4,1,2,11,28,10,26
2014-12-10,"Not Guilty/Acquittal",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,4
2014-12-10,"Total",0,1,1,5,4,8,9,4,0,0,4,6,3,3,38,48,17,70
2014-12-11,"Dismissed/Withdrawn/Etc",1,2,3,7,2,13,4,0,0,0,0,4,2,1,8,5,3,35
2014-12-11,"Diversion",0,0,0,0,0,0,0,0,0,0,0,13,1,1,5,4,0,5
2014-12-11,"Guilty",1,1,2,0,2,0,5,0,0,0,0,0,0,0,2,2,2,3
2014-12-11,"Guilty Plea/Nolo",1,1,0,9,0,4,20,4,0,0,2,2,5,1,4,25,6,21
2014-12-11,"Not Guilty/Acquittal",1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,0,3
2014-12-11,"Total",4,4,6,18,4,18,29,4,0,0,2,19,8,3,19,37,11,67
2014-12-12,"Dismissed/Withdrawn/Etc",0,0,1,0,0,1,0,0,0,0,0,3,3,2,3,7,5,9
2014-12-12,"Diversion",0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,2
2014-12-12,"Guilty",0,0,0,0,2,3,0,0,0,0,3,6,1,0,10,5,1,11
2014-12-12,"Guilty Plea/Nolo",0,0,3,1,0,2,1,1,0,0,0,6,4,1,8,7,13,8
2014-12-12,"Not Guilty/Acquittal",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1
2014-12-12,"Total",0,0,5,1,2,7,1,1,0,0,3,16,8,3,26,22,20,31
2014-12-13,"Dismissed/Withdrawn/Etc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Diversion",0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,14,5,3
2014-12-13,"Guilty",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Guilty Plea/Nolo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Not Guilty/Acquittal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12-13,"Total",0,0,0,1,0,0,0,0,0,0,0,0,0,0,61,14,5,3
2014-12-15,"Dismissed/Withdrawn/Etc",0,0,1,2,1,16,2,0,0,0,1,2,0,0,12,7,12,24
2014-12-15,"Diversion",0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,3
2014-12-15,"Guilty",0,0,1,0,1,2,2,0,0,0,1,2,0,0,11,4,3,11
2014-12-15,"Guilty Plea/Nolo",2,3,1,2,1,4,1,2,0,0,6,3,2,1,4,8,8,16
